School,Address,Latitude,Longitude
P.S. 092 Adrian Hegeman,"601 PARKSIDE AVENUE BROOKLYN, NY 11226",40.656129,-73.954114
P.S. 093 Albert G. Oliver,"1535 STORY AVENUE BRONX, NY 10473",40.82197,-73.87701
P.S. 094 The Henry Longfellow,"5010 6 AVENUE BROOKLYN, NY 11220",40.618856,-73.926433
P.S. 095 Sheila Mencher,"3961 HILLMAN AVENUE BRONX, NY 10463",40.882946,-73.891441
P.S. 095 The Gravesend,"345 VAN SICKLEN STREET BROOKLYN, NY 11223",40.595588,-73.975038
P.S. 096 Joseph Lanzetta,"216 EAST 120 STREET MANHATTAN, NY 10035",40.799919,-73.937027
P.S. 097 Bronx,"1375 MACE AVENUE BRONX, NY 10469",40.863072,-73.846947
P.S. 097 Forest Park,"85-52 85 STREET QUEENS, NY 11421",40.694278,-73.859781
P.S. 098 Shorac Kappock,"512 WEST 212 STREET MANHATTAN, NY 10034",40.86793,-73.917668
P.S. 099 Isaac Asimov,"1120 EAST 10 STREET BROOKLYN, NY 11230",40.621562,-73.965758
P.S. 100 Glen Morris,"111-11 118 STREET QUEENS, NY 11420",40.67991,-73.821875
P.S. 100 Isaac Clason,"800 TAYLOR AVENUE BRONX, NY 10473",40.82186,-73.862933
P.S. 100 The Coney Island School,"2951 WEST 3 STREET BROOKLYN, NY 11224",40.577592,-73.971101
P.S. 101 The Verrazano,"2360 BENSON AVENUE BROOKLYN, NY 11214",40.597618,-73.991725
P.S. 102 The Bayview,"211 72 STREET BROOKLYN, NY 11209",40.63412,-74.028992
P.S. 103 Hector Fontanez,"4125 CARPENTER AVENUE BRONX, NY 10466",40.892245,-73.861622
P.S. 104 The Bays Water,"26-01 MOTT AVENUE QUEENS, NY 11691",40.6082,-73.764899
P.S. 105 Sen Abraham Bernstein,"725 BRADY AVENUE BRONX, NY 10462",40.852585,-73.866448
P.S. 105 The Blythebourne,"1031 59 STREET BROOKLYN, NY 11219",40.633114,-74.003671
P.S. 106 Edward Everett Hale,"1328 PUTNAM AVENUE BROOKLYN, NY 11221",40.693885,-73.912909
P.S. 107 Thomas A Dooley,"167-02 45 AVENUE QUEENS, NY 11358",40.755816,-73.799423
P.S. 107,"1695 SEWARD AVENUE BRONX, NY 10473",40.818661,-73.868441
P.S. 108 Assemblyman Angelo Del Toro Educational Complex,"1615 MADISON AVENUE MANHATTAN, NY 10029",40.795154,-73.948165
P.S. 108 Sal Abbracciamento,"200 LINWOOD STREET BROOKLYN, NY 11208",40.681298,-73.884185
P.S. 109 Sedgwick,"1771 POPHAM AVENUE BRONX, NY 10453",40.85153,-73.918631
P.S. 11 Thomas Dongan School,"51 JEFFERSON STREET STATEN ISLAND, NY 10304",40.590678,-74.09785
P.S. 110 Theodore Schoenfeld,"580 CROTONA PARK SOUTH BRONX, NY 10456",40.835096,-73.900477
P.S. 111 Adolph S. Ochs,"440 WEST 53 STREET MANHATTAN, NY 10019",40.766005,-73.989356
P.S. 111 Jacob Blackwell,"37-15 13 STREET QUEENS, NY 11101",40.7586,-73.939373
P.S. 111 Seton Falls,"3740 BAYCHESTER AVENUE BRONX, NY 10466",40.884555,-73.840005
P.S. 112 Bronxwood,"1925 SCHIEFFELIN AVENUE BRONX, NY 10466",40.884875,-73.843676
P.S. 112 Jose Celso Barbosa,"535 EAST 119 STREET MANHATTAN, NY 10035",40.796557,-73.930451
P.S. 115 Alexander Humboldt,"586 WEST 177 STREET MANHATTAN, NY 10033",40.846436,-73.935199
P.S. 115 Daniel Mucatel School,"1500 EAST 92 STREET BROOKLYN, NY 11236",40.634816,-73.8974
P.S. 117 J. Keld / Briarwood School,"85-15 143 STREET QUEENS, NY 11435",40.710014,-73.813219
P.S. 119 Amersfort,"3829 AVENUE K BROOKLYN, NY 11210",40.625835,-73.938711
P.S. 119,"1075 PUGSLEY AVENUE BRONX, NY 10472",40.828674,-73.856863
P.S. 120 Carlos Tapia,"18 BEAVER STREET BROOKLYN, NY 11206",40.700512,-73.937854
P.S. 120 Queens,"58-01 136 STREET QUEENS, NY 11355",40.745233,-73.829166
P.S. 122 Mamie Fay,"21-21 DITMARS BOULEVARD QUEENS, NY 11105",40.780254,-73.916121
P.S. 123 Mahalia Jackson,"301 WEST 140 STREET MANHATTAN, NY 10030",40.819962,-73.944664
P.S. 123 Suydam,"100 IRVING AVENUE BROOKLYN, NY 11237",40.703905,-73.922575
P.S. 124 Silas B. Dutcher,"515 4 AVENUE BROOKLYN, NY 11215",40.594644,-73.965672
P.S. 126 Dr Marjorie H Dunbar,"175 WEST 166 STREET BRONX, NY 10452",40.835952,-73.928391
P.S. 126 Jacob August Riis,"80 CATHERINE STREET MANHATTAN, NY 10038",40.710344,-73.996704
P.S. 127 Mckinley Park,"7805 7 AVENUE BROOKLYN, NY 11228",40.616695,-74.013047
P.S. 128 Bensonhurst,"2075 84 STREET BROOKLYN, NY 11214",40.604838,-73.99527
P.S. 130 Hernando De Soto,"143 BAXTER STREET MANHATTAN, NY 10013",40.718738,-73.998444
P.S. 130 The Parkside,"70 OCEAN PARKWAY BROOKLYN, NY 11218",40.648443,-73.975541
P.S. 131 Brooklyn,"4305 FT HAMILTON PARKWAY BROOKLYN, NY 11219",40.640838,-73.993415
P.S. 133 Fred R Moore,"2121 5 AVENUE MANHATTAN, NY 10037",40.809857,-73.939498
P.S. 134 George F. Bristow,"1330 BRISTOW STREET BRONX, NY 10459",40.831478,-73.894657
P.S. 134 Hollis,"203-02 109 AVENUE QUEENS, NY 11412",40.707883,-73.754899
P.S. 135 Sheldon A. Brookner,"5811 DITMAS AVENUE BROOKLYN, NY 11203",40.643855,-73.921472
P.S. 135 Sheldon A. Brookner,"684 LINDEN BOULEVARD BROOKLYN, NY 11203",40.653418,-73.932977
P.S. 138 Brooklyn,"760 PROSPECT PLACE BROOKLYN, NY 11216",40.674237,-73.951323
P.S. 139 Alexine A. Fenty,"330 RUGBY ROAD BROOKLYN, NY 11226",40.641073,-73.96558
P.S. 142 Amalia Castro,"100 ATTORNEY STREET MANHATTAN, NY 10002",40.718507,-73.984216
P.S. 147 Isaac Remsen,"325 BUSHWICK AVENUE BROOKLYN, NY 11206",40.704772,-73.939006
P.S. 148 Queens,"89-02 32 AVENUE QUEENS, NY 11369",40.758188,-73.87875
P.S. 149 Christa Mcauliffe,"93-11 34 AVENUE QUEENS, NY 11372",40.755089,-73.874228
P.S. 149 Sojourner Truth,"41 WEST 117 STREET MANHATTAN, NY 10026",40.802436,-73.948291
P.S. 150 Charles James Fox,"920 EAST 167 STREET BRONX, NY 10459",40.826198,-73.894273
P.S. 150 Christopher,"364 SACKMAN STREET BROOKLYN, NY 11212",40.668524,-73.904734
P.S. 150 Queens,"40-01 43 AVENUE QUEENS, NY 11104",40.745689,-73.923378
P.S. 151 Lyndon B. Johnson,"763 KNICKERBOCKER AVENUE BROOKLYN, NY 11207",40.693303,-73.908362
P.S. 152 Dyckman Valley,"93 NAGLE AVENUE MANHATTAN, NY 10040",40.860195,-73.927842
P.S. 154 Harriet Tubman,"250 WEST 127 STREET MANHATTAN, NY 10027",40.81081,-73.948985
P.S. 157 Benjamin Franklin,"850 KENT AVENUE BROOKLYN, NY 11205",40.695276,-73.95966
P.S. 158 Warwick,"400 ASHFORD STREET BROOKLYN, NY 11207",40.672561,-73.884926
P.S. 159 Isaac Pitkin,"2781 PITKIN AVENUE BROOKLYN, NY 11208",40.675922,-73.869655
P.S. 160 Walt Disney,"4140 HUTCHINSON RIVER PKWAY EA BRONX, NY 10475",40.864392,-73.824241
P.S. 160,"1057 52ND STREET BROOKLYN, NY 11219",40.636604,-73.999027
P.S. 161 Pedro Albizu Campos,"499 WEST 133 STREET MANHATTAN, NY 10027",40.817503,-73.952611
P.S. 161 The Crown,"330 CROWN STREET BROOKLYN, NY 11225",40.666038,-73.949215
P.S. 163 Alfred E. Smith,"163 WEST 97 STREET MANHATTAN, NY 10025",40.794559,-73.968757
P.S. 163 Arthur A. Schomburg,"2075 WEBSTER AVENUE BRONX, NY 10457",40.851621,-73.898776
P.S. 164 Caesar Rodney,"4211 14 AVENUE BROOKLYN, NY 11219",40.59524,-73.975025
P.S. 165 Edith K. Bergtraum,"70-35 150 STREET QUEENS, NY 11367",40.729545,-73.818098
P.S. 166 Henry Gradstein,"33-09 35 AVENUE QUEENS, NY 11106",40.757347,-73.926473
P.S. 169 Bay Terrace,"18-25 212 STREET QUEENS, NY 11360",40.782319,-73.778856
P.S. 169 Sunset Park,"4305 7 AVENUE BROOKLYN, NY 11232",40.652547,-74.013083
P.S. 170,"1598 TOWNSEND AVENUE BRONX, NY 10452",40.844443,-73.913383
P.S. 172 Beacon School of Excellence,"825 4 AVENUE BROOKLYN, NY 11232",40.593833,-73.96135
P.S. 173 Fresh Meadows,"174-10 67 AVENUE QUEENS, NY 11365",40.734307,-73.795257
P.S. 175 City Island,"200 CITY ISLAND AVENUE BRONX, NY 10464",40.843835,-73.784215
P.S. 175 The Lynn Gross Discovery School,"64-35 102 STREET QUEENS, NY 11374",40.730746,-73.852886
P.S. 176 Cambria Heights,"120-45 235 STREET QUEENS, NY 11411",40.685329,-73.72988
P.S. 176 Ovington,"1225 69 STREET BROOKLYN, NY 11219",40.62483,-74.005582
P.S. 177 The Marlboro,"346 AVENUE P BROOKLYN, NY 11204",40.608456,-73.974497
P.S. 178 - Dr. Selman Waksman,"850 BAYCHESTER AVENUE BRONX, NY 10475",40.875133,-73.83334
P.S. 178 Saint Clair Mckelway,"2163 DEAN STREET BROOKLYN, NY 11233",40.675132,-73.915351
P.S. 179 Kensington,"202 AVENUE C BROOKLYN, NY 11218",40.640327,-73.977385
P.S. 183 Dr. Richard R. Green,"2-45 BEACH 79 STREET QUEENS, NY 11693",40.589833,-73.805526
P.S. 184 Newport,"273 NEWPORT STREET BROOKLYN, NY 11212",40.660095,-73.904914
P.S. 184m Shuang Wen,"327 CHERRY STREET MANHATTAN, NY 10002",40.711499,-73.98585
P.S. 185 Walter Kassenbrock,"8601 RIDGE BOULEVARD BROOKLYN, NY 11209",40.623667,-74.033688
P.S. 186 Dr. Irving A Gladstone,"7601 19 AVENUE BROOKLYN, NY 11214",40.600514,-73.985273
P.S. 189 Lincoln Terrace,"1100 EAST NEW YORK AVENUE BROOKLYN, NY 11212",40.665523,-73.925768
P.S. 189,"2580 AMSTERDAM AVENUE MANHATTAN, NY 10040",40.853098,-73.92756
P.S. 191 Paul Robeson,"1600 PARK PLACE BROOKLYN, NY 11233",40.671882,-73.924384
P.S. 192 Jacob H. Schiff,"500 WEST 138 STREET MANHATTAN, NY 10031",40.821417,-73.95252
P.S. 193 Gil Hodges,"2515 AVENUE L BROOKLYN, NY 11210",40.621704,-73.950247
P.S. 194 Countee Cullen,"244 WEST 144 STREET MANHATTAN, NY 10030",40.821325,-73.940736
P.S. 194 Raoul Wallenberg,"3117 AVENUE W BROOKLYN, NY 11229",40.59715,-73.934016
P.S. 196 Ten Eyck,"207 BUSHWICK AVENUE BROOKLYN, NY 11206",40.708762,-73.939802
P.S. 197 John B. Russwurm,"2230 5 AVENUE MANHATTAN, NY 10037",40.813177,-73.937598
P.S. 198 Brooklyn,"4105 FARRAGUT ROAD BROOKLYN, NY 11210",40.637172,-73.936886
P.S. 199X - The Shakespeare School,"1449 SHAKESPEARE AVENUE BRONX, NY 10452",40.843371,-73.920447
P.S. 200 Benson School,"1940 BENSON AVENUE BROOKLYN, NY 11214",40.603019,-74.001508
P.S. 202 Ernest S. Jenkyns,"982 HEGEMAN AVENUE BROOKLYN, NY 11208",40.666256,-73.876405
P.S. 203 The School for Future Leaders,"5101 AVENUE M BROOKLYN, NY 11234",40.621659,-73.925671
P.S. 204 Vince Lombardi,"8101 15 AVENUE BROOKLYN, NY 11228",40.600502,-73.985378
P.S. 206 Joseph F Lamb,"2200 GRAVESEND NECK ROAD BROOKLYN, NY 11229",40.597291,-73.948839
P.S. 207 Elizabeth G. Leary,"3874 FLATLANDS AVENUE BROOKLYN, NY 11234",40.620357,-73.93635
P.S. 207 Elizabeth G. Leary,"4011 FILLMORE AVENUE BROOKLYN, NY 11234",40.613649,-73.93011
P.S. 207,"3030 GODWIN TERRACE BRONX, NY 10463",40.878371,-73.906388
P.S. 208 Elsa Ebeling,"4801 AVENUE D BROOKLYN, NY 11203",40.642271,-73.930632
P.S. 209 Margaret Mead,"2609 EAST 7 STREET BROOKLYN, NY 11235",40.586711,-73.961723
P.S. 21 Margaret Emery-Elm Park,"168 HOOKER PLACE STATEN ISLAND, NY 10303",40.631386,-74.144699
P.S. 213 New Lots,"580 HEGEMAN AVENUE BROOKLYN, NY 11207",40.660317,-73.890315
P.S. 214,"1970 WEST FARMS ROAD BRONX, NY 10460",40.839183,-73.880281
P.S. 215 Morris H. Weiss,"415 AVENUE S BROOKLYN, NY 11223",40.60229,-73.970084
P.S. 216 Arturo Toscanini,"350 AVENUE X BROOKLYN, NY 11223",40.590372,-73.969733
P.S. 217 Colonel David Marcus School,"1100 NEWKIRK AVENUE BROOKLYN, NY 11230",40.633803,-73.966375
P.S. 219 Kennedy-King,"1060 CLARKSON AVENUE BROOKLYN, NY 11212",40.65919,-73.922657
P.S. 223 Lyndon B. Johnson,"125-20 SUTPHIN BOULEVARD QUEENS, NY 11434",40.674623,-73.789914
P.S. 230 Doris L. Cohen,"1 ALBEMARLE ROAD BROOKLYN, NY 11218",40.64526,-73.980424
P.S. 232 Lindenwood,"153-23 83 STREET QUEENS, NY 11414",40.66585,-73.851027
P.S. 234,"30-15 29 STREET QUEENS, NY 11102",40.767032,-73.923337
P.S. 236 Mill Basin,"6302 AVENUE U BROOKLYN, NY 11234",40.615918,-73.912727
P.S. 238 Anne Sullivan,"1633 EAST 8 STREET BROOKLYN, NY 11223",40.608664,-73.964854
P.S. 242 Leonard P. Stavisky Early Childhood School,"29-66 137 STREET QUEENS, NY 11354",40.769796,-73.831753
P.S. 244 Richard R. Green,"5404 TILDEN AVENUE BROOKLYN, NY 11203",40.648273,-73.926079
P.S. 245,"249 EAST 17TH STREET BROOKLYN, NY 11226",40.644877,-73.963025
P.S. 246 Poe Center,"2641 GRAND CONCOURSE BRONX, NY 10468",40.86585,-73.895084
P.S. 249 The Caton,"18 MARLBOROUGH ROAD BROOKLYN, NY 11226",40.649646,-73.966191
P.S. 250 George H. Lindsay,"108 MONTROSE AVENUE BROOKLYN, NY 11206",40.706957,-73.945434
P.S. 253,"601 OCEANVIEW AVENUE BROOKLYN, NY 11235",40.584455,-73.948402
P.S. 254 - The Rosa Parks School,"84-40 101 STREET QUEENS, NY 11418",40.69711,-73.847814
P.S. 256 Benjamin Banneker,"114 KOSCIUSZKO STREET BROOKLYN, NY 11216",40.690671,-73.949823
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,"371 89th Street BROOKLYN, NY 11209",40.620938,-74.029681
P.S. 272 Curtis Estabrook,"101-24 SEAVIEW AVENUE BROOKLYN, NY 11236",40.627369,-73.899682
P.S. 277 Gerritsen Beach,"2529 GERRITSEN AVENUE BROOKLYN, NY 11229",40.596296,-73.928923
P.S. 28 - The Thomas Emanuel Early Childhood Center,"109-10 47 AVENUE QUEENS, NY 11368",40.747128,-73.854379
P.S. 288 The Shirley Tanyhill,"2950 WEST 25 STREET BROOKLYN, NY 11224",40.574296,-73.992094
P.S. 290 Juan Morel Campos,"135 SCHENCK AVENUE BROOKLYN, NY 11207",40.678128,-73.889689
P.S. 295,"330 18 STREET BROOKLYN, NY 11215",40.66113,-73.988815
P.S. 297 Abraham Stockton,"700 PARK AVENUE BROOKLYN, NY 11206",40.697634,-73.947722
P.S. 298 Dr. Betty Shabazz,"85 WATKINS STREET BROOKLYN, NY 11212",40.670847,-73.908015
P.S. 3 Raul Julia Micro Society,"2100 LAFONTAINE AVENUE BRONX, NY 10457",40.850249,-73.891953
P.S. 306 Ethan Allen,"970 VERMONT STREET BROOKLYN, NY 11207",40.655454,-73.886363
P.S. 306,"40 WEST TREMONT AVENUE BRONX, NY 10453",40.851555,-73.911281
P.S. 307 Daniel Hale Williams,"209 YORK STREET BROOKLYN, NY 11201",40.701506,-73.981672
P.S. 308 Clara Cardwell,"616 QUINCY STREET BROOKLYN, NY 11221",40.688552,-73.935411
P.S. 309 The George E. Wibecan Preparatory Academy,"794 MONROE STREET BROOKLYN, NY 11221",40.688337,-73.924472
P.S. 312 Bergen Beach,"7103 AVENUE T BROOKLYN, NY 11234",40.621771,-73.908814
P.S. 326,"1800 UTICA AVENUE BROOKLYN, NY 11234",40.628566,-73.928248
P.S. 327 Dr. Rose B. English,"111 BRISTOL STREET BROOKLYN, NY 11212",40.66798,-73.912085
P.S. 328 Phyllis Wheatley,"330 ALABAMA AVENUE BROOKLYN, NY 11207",40.667799,-73.897869
P.S. 330,"110-08 NORTHERN BOULEVARD QUEENS, NY 11368",40.75773,-73.859052
P.S. 335 Granville T. Woods,"130 ROCHESTER AVENUE BROOKLYN, NY 11213",40.674521,-73.92798
P.S. 346 Abe Stark,"1400 PENNSYLVANIA AVENUE BROOKLYN, NY 11239",40.647065,-73.881451
P.S. 361 East Flatbush Early Childhood School,"1957 NOSTRAND AVENUE BROOKLYN, NY 11210",40.637746,-73.947975
P.S. 375 Jackie Robinson School,"46 MCKEEVER PLACE BROOKLYN, NY 11225",40.665039,-73.95908
P.S. 376,"194 HARMAN STREET BROOKLYN, NY 11237",40.698349,-73.920242
P.S. 377 Alejandrina B. De Gautier,"200 WOODBINE STREET BROOKLYN, NY 11221",40.693882,-73.915155
P.S. 38 Roberto Clemente,"232 EAST 103 STREET MANHATTAN, NY 10029",40.788899,-73.9446
P.S. 380 John Wayne Elementary,"370 MARCY AVENUE BROOKLYN, NY 11206",40.702285,-73.953026
P.S. 39 Francis J. Murphy Jr.,"99 MACFARLAND AVENUE STATEN ISLAND, NY 10305",40.597797,-74.07008
P.S. 398 Walter Weaver,"60 EAST 94 STREET BROOKLYN, NY 11212",40.664029,-73.92768
P.S. 398,"69-01 34TH AVENUE QUEENS, NY 11377",40.752761,-73.896707
P.S. 399 Stanley Eugene Clark,"2707 ALBEMARLE ROAD BROOKLYN, NY 11226",40.648149,-73.951786
P.S. 58 - School of Heroes,"72-24 GRAND AVENUE QUEENS, NY 11378",40.728785,-73.890322
P.S. 595,"700 EAST 179 STREET BRONX, NY 10457",40.846335,-73.889323
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,"1664 BENSON AVENUE BROOKLYN, NY 11214",40.606994,-74.00719
P.S. 90 Edna Cohen School,"2840 WEST 12 STREET BROOKLYN, NY 11224",40.578137,-73.979835
P.S. 971,"6214 4TH AVENUE BROOKLYN, NY 11220",40.639467,-74.020162
P.S. K225 - The Eileen E. Zaglin,"1075 OCEAN VIEW AVENUE BROOKLYN, NY 11235",40.57981,-73.95601
P.S. X014 Senator John Calandra,"3047 BRUCKNER BOULEVARD BRONX, NY 10461",40.835741,-73.825906
P.S. X088 - S. Silverstein Little Sparrow School,"1340 SHERIDAN AVENUE BRONX, NY 10456",40.837076,-73.91358
P.S. X114 - Luis Llorens Torres Schools,"1155 CROMWELL AVENUE BRONX, NY 10452",40.835151,-73.923037
P.S. X140 The Eagle School,"916 EAGLE AVENUE BRONX, NY 10456",40.823392,-73.907801
P.S. X811,"1434 LONGFELLOW AVENUE BRONX, NY 10459",40.830774,-73.887316
P.S./ M.S.138 Sunrise,"251-11 WELLER AVENUE QUEENS, NY 11422",40.659553,-73.734727
P.S./I.S. 104 The Fort Hamilton School,"9115 5 AVENUE BROOKLYN, NY 11209",40.622459,-74.028749
P.S./I.S. 217 Roosevelt Island,"645 MAIN STREET MANHATTAN, NY 10044",40.763886,-73.948118
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,"1220 GERARD AVENUE BRONX, NY 10452",40.835818,-73.919915
P.S./M.S. 004 Crotona Park West,"1717 FULTON AVENUE BRONX, NY 10457",40.841752,-73.897809
PS 007 Louis F. Simeone Annex,"76-05 51 AVENUE QUEENS, NY 11373",40.736944,-73.887331
PS 112 Lefferts Park Annex,"7301 15TH AVENUE BROOKLYN, NY 11228",40.618573,-74.001829
PS 226 Annex,"1910 SEDGWICK AVENUE BRONX, NY 10453",40.854992,-73.916608
PS 235 Janice Marie Knight School Annex,"10001 FLATLANDS AVENUE BROOKLYN, NY 11236",40.645582,-73.898157
PS 354,"126-10 BEDELL STREET QUEENS, NY 11434",40.679868,-73.774233
PS 5 Port Morris,"564 JACKSON AVENUE BRONX, NY 10455",40.813572,-73.908818
PS 503: The School of Discovery,"330 59 STREET BROOKLYN, NY 11220",40.642039,-74.019036
PS 78,"100 TOMPKINS AVENUE STATEN ISLAND, NY 10304",40.622227,-74.079566
PS/MS 194,"2365 WATERBURY AVENUE BRONX, NY 10462",40.834979,-73.84652
Paula Hedbavny School,"421 W 219TH ST MANHATTAN, NY 10034",40.871497,-73.91253
Performing Arts and Technology High School,"400 PENNSYLVANIA AVENUE BROOKLYN, NY 11207",40.666909,-73.894808
Port Richmond High School,"85 ST JOSEPHS AVENUE STATEN ISLAND, NY 10302",40.634494,-74.14206
RED HOOK NEIGHBORHOOD SCHOOL,"27 HUNTINGTON STREET BROOKLYN, NY 11231",40.677644,-74.005113
Ralph A. Fabrizio School,"619 72ND STREET BROOKLYN, NY 11209",40.630194,-74.018849
Richmond Hill High School,"89-30 114 STREET QUEENS, NY 11418",40.695123,-73.833453
River East Elementary,"2351 FIRST AVENUE MANHATTAN, NY 10035",40.799182,-73.933396
Riverdale / Kingsbridge Academy (Middle School / High School 141),"660 WEST 237 STREET BRONX, NY 10463",40.888211,-73.914363
School for Excellence,"1110 BOSTON ROAD BRONX, NY 10456",40.827262,-73.904544
School for International Studies,"284 BALTIC STREET BROOKLYN, NY 11201",40.685317,-73.993335
School of the Future High School,"127 EAST 22 STREET MANHATTAN, NY 10010",40.739025,-73.985416
South Bronx Preparatory: A College Board School,"360 EAST 145 STREET BRONX, NY 10454",40.81366,-73.920295
Stephen T. Mather Building Arts Craf,"439 WEST 49TH STREET MANHATTAN, NY 10019",40.763581,-73.99085
Stuyvesant High School,"345 CHAMBERS STREET MANHATTAN, NY 10282",40.717771,-74.013868
Tag Young Scholars,"240 EAST 109 STREET MANHATTAN, NY 10029",40.7926,-73.941538
Teachers College Community School,"168 MORNINGSIDE AVENUE MANHATTAN, NY 10027",40.812492,-73.953422
The Active Learning Elementary School,"137-20 FRANKLIN AVENUE QUEENS, NY 11355",40.754666,-73.826292
The Angelo Patri Middle School,"2225 WEBSTER AVENUE BRONX, NY 10457",40.854777,-73.89675
The Bellaire School,"207-11 89 AVENUE QUEENS, NY 11427",40.720552,-73.757168
The Christa McAuliffe School\I.S. 187,"1171 65 STREET BROOKLYN, NY 11219",40.627778,-74.004043
The Highbridge Green School,"200 West 167th Street BRONX, NY 10452",40.838209,-73.928034
The Hunts Point School,"730 BRYANT AVENUE BRONX, NY 10474",40.815457,-73.885562
The Lexington Academy,"131 EAST 104 STREET MANHATTAN, NY 10029",40.791213,-73.947581
The Longwood Academy of Discovery,"888 REV J A POLITE AVE BRONX, NY 10459",40.825629,-73.893605
The Matilda Avenue School,"4520 MATILDA AVENUE BRONX, NY 10470",40.901594,-73.854107
The Michael J. Petrides School,"715 OCEAN TERRACE STATEN ISLAND, NY 10301",40.608326,-74.102619
The SEEALL Academy,"5601 16 AVENUE BROOKLYN, NY 11204",40.595211,-73.974729
The STAR Academy - P.S.63,"121 EAST 3 STREET MANHATTAN, NY 10009",40.724144,-73.9862
The School of Creativity and Innovation,"736 48TH STREET BROOKLYN, NY 11220",40.643039,-74.004094
The Walton Avenue School,"1425 WALTON AVENUE BRONX, NY 10452",40.840293,-73.91561
Thomas A. Edison Career and Technical Education High School,"165-65 84 AVENUE QUEENS, NY 11432",40.715946,-73.799125
Thurgood Marshall Academy Lower School,"276 WEST 151ST STREET MANHATTAN, NY 10039",40.825926,-73.937758
Thurgood Marshall Academy for Learning and Social,"200-214 WEST 135TH STREET MANHATTAN, NY 10030",40.815355,-73.944238
Urban Academy Laboratory High School,"317 EAST 67 STREET MANHATTAN, NY 10065",40.765335,-73.959738
Vista Academy,"350 LINWOOD STREET BROOKLYN, NY 11208",40.677139,-73.883618
Wadleigh Secondary School for the Performing & Vis,"215 WEST 114 STREET MANHATTAN, NY 10026",40.802284,-73.95408
William Cullen Bryant High School,"48-10 31 AVENUE QUEENS, NY 11103",40.757962,-73.910495
William E. Grady Career and Technical Education High School,"25 BRIGHTON 4TH ROAD BROOKLYN, NY 11235",40.582723,-73.963353
Williamsburg High School for Art and Technology,"223 GRAHAM AVENUE BROOKLYN, NY 11206",40.709815,-73.943911
Young Voices Academy Of The Bronx,"800 LYDIG AVENUE BRONX, NY 10462",40.854327,-73.863659
